mode,load,0_mobilenet_v2-16,1_resnet34-16,2_resnet50-4
mps-uncap,0.8,27.284338474273717,36.460940837860164,24.394607543945312
mps-uncap,0.9,66.8422651290894,55.986309051513665,70.44188499450684
mps-uncap,1.0,205.31914234161377,757.2362303733825,112.61292457580568
mps-uncap,0.5,14.118511676788358,11.516382694244385,15.559830665588375
mps-uncap,0.6,15.19682884216308,15.561103820800778,16.41973257064823
mps-uncap,0.7,20.440876483917236,24.598860740661607,17.849111557006836
mps-uncap,0.1,5.440480709075929,4.316997528076168,6.224555969238279
mps-uncap,0.2,9.764838218688956,6.282970905303946,6.674137115478506
mps-uncap,0.3,11.040568351745586,6.986160278320312,11.223168373107903
mps-uncap,0.4,11.523079872131348,10.264720916748058,13.041639328002937
