mode,load,0_mobilenet_v2-16,1_resnet34-16,2_resnet50-4
mps-uncap,0.8,32.35427379608161,43.31355094909671,30.781555175781243
mps-uncap,0.9,72.41803646087648,63.13424110412596,77.86200523376468
mps-uncap,1.0,211.09986305236814,765.0573301315305,119.63067054748538
mps-uncap,0.5,18.512480258941654,17.169256210327145,21.72011375427246
mps-uncap,0.6,19.59780693054199,21.21906280517578,22.62427806854248
mps-uncap,0.7,25.307297706604004,31.071753501892086,23.290312290191657
mps-uncap,0.1,10.98216533660889,9.122419357299801,13.096590042114254
mps-uncap,0.2,15.6748056411743,11.016974449157708,12.996654510498034
mps-uncap,0.3,16.82787895202636,12.275552749633786,17.78615236282348
mps-uncap,0.4,16.490917205810543,15.725517272949224,19.339013099670414
