mode,load,0_mobilenet_v2-16,1_resnet34-16,2_resnet50-4
mps-uncap,0.8,3.0548572540283203,3.6079883575439453,2.7914047241210938
mps-uncap,0.9,3.047943115234375,3.5979747772216797,2.813577651977539
mps-uncap,1.0,3.0717849731445312,3.618478775024414,2.800464630126953
mps-uncap,0.5,3.0517578125,3.610849380493164,2.8226375579833984
mps-uncap,0.6,3.0472278594970703,3.613710403442383,2.788543701171875
mps-uncap,0.7,3.04412841796875,3.6058425903320312,2.7556419372558594
mps-uncap,0.1,3.0698776245117188,3.6194324493408203,2.8426647186279297
mps-uncap,0.2,3.0493736267089844,3.592252731323242,2.7589797973632812
mps-uncap,0.3,3.071308135986328,3.5970211029052734,2.844095230102539
mps-uncap,0.4,3.067493438720703,3.6172866821289062,2.8307437896728516
