mode,load,0_mobilenet_v2-16,1_resnet34-16,2_resnet50-4
mps-uncap,0.8,0.008821487426757812,0.0095367431640625,0.009298324584960938
mps-uncap,0.9,0.009059906005859375,0.01049041748046875,0.010013580322265625
mps-uncap,1.0,0.008821487426757812,0.010251998901367188,0.0095367431640625
mps-uncap,0.5,0.010013580322265625,0.008821487426757812,0.010251998901367188
mps-uncap,0.6,0.010013580322265625,0.01049041748046875,0.010251998901367188
mps-uncap,0.7,0.009775161743164062,0.010013580322265625,0.008344650268554688
mps-uncap,0.1,0.011920928955078125,0.010967254638671875,0.011920928955078125
mps-uncap,0.2,0.010967254638671875,0.011205673217773438,0.011444091796875
mps-uncap,0.3,0.01049041748046875,0.01049041748046875,0.010967254638671875
mps-uncap,0.4,0.009059906005859375,0.01049041748046875,0.011444091796875
