mode,load,0_resnet18-4,1_resnet18-4,2_resnet18-4,3_resnet18-4
mig,0.1,3.2176494598388676,3.228902816772461,3.179454803466797,4.903388023376465
mig,0.2,3.179454803466797,3.2102108001708984,3.0324459075927734,4.84776496887207
mig,0.3,3.138113021850586,3.065824508666992,3.0317306518554688,4.8178911209106445
mig,0.4,2.9294490814208984,2.903103828430176,3.0853748321533203,4.815816879272461
mig,0.5,2.789163589477539,2.8313159942626953,2.9620885848999023,4.782915115356445
mig,0.6,2.5496482849121094,2.581357955932617,2.5917768478393555,4.739046096801758
mig,0.7,2.5365352630615234,2.568960189819336,2.5725364685058594,4.738116264343262
mig,0.8,2.5374889373779297,2.574443817138672,2.5696754455566406,4.739522933959961
mig,0.9,2.5445938110351562,2.575397491455078,2.5713443756103516,4.747629165649414
mig,1.0,2.5479793548583984,2.5720596313476562,2.57110595703125,4.753351211547852
