mode,load,0_resnet18-4,1_resnet18-4,2_resnet18-4,3_resnet18-4
mig,0.1,155.736612220445,155.02106638249685,152.5799357208283,81.15930310776983
mig,0.2,311.5142813965591,311.89491022272574,302.8403534719323,161.09984598912413
mig,0.3,457.4001331454902,464.3521265985424,456.28710540316587,249.5797452474781
mig,0.4,620.9219468972257,623.0285956581187,615.4328949921929,326.2479856225431
mig,0.5,759.9689652498236,758.863033736581,754.0031021758699,421.94089041173487
mig,0.6,915.3505273241619,919.7289062392216,898.7679026517957,495.3164799825923
mig,0.7,1074.1610258825233,1080.6036665582126,1078.4804362972895,588.2484604631678
mig,0.8,1228.721977197283,1226.358721685964,1209.0464894985203,660.9068803533804
mig,0.9,1373.5782037754352,1382.4151917723013,1344.6119679500791,757.4779936072331
mig,1.0,1525.5458387533938,1538.5750327322637,1508.0299096203362,846.2473730979832
