mode,load,0_mobilenet_v3_large-4,1_resnet50-8,2_squeezenet1_1-4
mps-uncap,0.8,0.008344650268554688,0.009059906005859375,0.0073909759521484375
mps-uncap,0.9,0.00858306884765625,0.008821487426757812,0.0073909759521484375
mps-uncap,1.0,0.0095367431640625,0.011205673217773438,0.007867813110351562
mps-uncap,0.5,0.00858306884765625,0.009059906005859375,0.009059906005859375
mps-uncap,0.6,0.00858306884765625,0.009059906005859375,0.0095367431640625
mps-uncap,0.7,0.00858306884765625,0.009059906005859375,0.0073909759521484375
mps-uncap,0.1,0.011205673217773438,0.01049041748046875,0.01049041748046875
mps-uncap,0.2,0.010728836059570312,0.01049041748046875,0.009298324584960938
mps-uncap,0.3,0.010728836059570312,0.010728836059570312,0.009775161743164062
mps-uncap,0.4,0.008821487426757812,0.01049041748046875,0.008344650268554688
