mode,load,0_mobilenet_v3_large-4,1_resnet50-8,2_squeezenet1_1-4
mps-uncap,0.8,2.7756690979003906,3.818988800048828,0.9853839874267578
mps-uncap,0.9,2.7952194213867188,3.8518905639648438,0.9963512420654297
mps-uncap,1.0,2.7434825897216797,3.8895606994628906,0.9984970092773438
mps-uncap,0.5,2.7823448181152344,3.8301944732666016,1.0094642639160156
mps-uncap,0.6,2.7565956115722656,3.8509368896484375,1.0280609130859375
mps-uncap,0.7,2.7587413787841797,3.823518753051758,0.9751319885253906
mps-uncap,0.1,2.8276443481445312,3.833770751953125,1.0426044464111328
mps-uncap,0.2,2.7608871459960938,3.831148147583008,1.0209083557128906
mps-uncap,0.3,2.7625560760498047,3.829479217529297,1.047372817993164
mps-uncap,0.4,2.7451515197753906,3.834247589111328,0.9877681732177734
