mode,load,0_mobilenet_v3_large-4,1_resnet50-8,2_squeezenet1_1-4
mps-uncap,0.8,29.872894287109375,70.2056884765625,25.071144104003906
mps-uncap,0.9,65.82856178283691,131.4096450805664,24.250030517578125
mps-uncap,1.0,118.55435371398926,564.4228458404541,46.536922454833984
mps-uncap,0.5,32.09662437438965,27.910709381103516,15.273571014404297
mps-uncap,0.6,28.499126434326172,30.32851219177246,16.17908477783203
mps-uncap,0.7,29.873132705688477,62.342166900634766,14.127731323242188
mps-uncap,0.1,20.816564559936523,17.391681671142578,10.750770568847656
mps-uncap,0.2,29.726266860961914,22.660255432128906,13.35906982421875
mps-uncap,0.3,32.0584774017334,37.29534149169922,17.049074172973633
mps-uncap,0.4,32.31453895568848,32.43613243103027,17.824172973632812
