mode,load,0_mobilenet_v3_large-4,1_resnet50-8,2_squeezenet1_1-4
mps-uncap,0.8,2.7458667755126953,3.805398941040039,0.9531974792480469
mps-uncap,0.9,2.7472972869873047,3.8309097290039062,0.9627342224121094
mps-uncap,1.0,2.681732177734375,3.8568973541259766,0.9655952453613281
mps-uncap,0.5,2.7267932891845703,3.8094520568847656,0.9789466857910156
mps-uncap,0.6,2.722024917602539,3.834247589111328,0.9851455688476562
mps-uncap,0.7,2.7229785919189453,3.8073062896728516,0.9567737579345703
mps-uncap,0.1,2.8066635131835938,3.8216114044189453,1.0199546813964844
mps-uncap,0.2,2.7234554290771484,3.815889358520508,0.9899139404296875
mps-uncap,0.3,2.713441848754883,3.8154125213623047,1.0225772857666016
mps-uncap,0.4,2.6879310607910156,3.8170814514160156,0.9648799896240234
