mode,load,0_mobilenet_v3_large-4,1_resnet50-8,2_squeezenet1_1-4
mps-uncap,0.8,17.96679496765137,34.26132678985594,10.763826370239256
mps-uncap,0.9,37.47292041778567,83.27262401580806,13.271825313568122
mps-uncap,1.0,81.2083888053894,516.3948249816891,29.57251071929928
mps-uncap,0.5,14.153528213500968,14.901371002197264,7.247209548950184
mps-uncap,0.6,13.124456405639647,15.966925621032708,7.340431213378906
mps-uncap,0.7,15.909838676452605,28.961822986602705,7.026724815368651
mps-uncap,0.1,10.085048675537104,6.962728500366202,2.574729919433592
mps-uncap,0.2,13.69969367980957,9.806642532348635,4.0890216827392685
mps-uncap,0.3,14.944038391113274,15.596704483032225,6.0332417488098145
mps-uncap,0.4,15.243096351623556,15.860033035278317,6.966304779052708
