mode,load,0_mobilenet_v3_large-4,1_resnet50-8,2_squeezenet1_1-4
mps-uncap,0.8,3.3566951751708984,5.487942695617676,2.1847724914550786
mps-uncap,0.9,3.583192825317383,5.614352226257325,2.094268798828125
mps-uncap,1.0,3.626847267150879,5.68528175354004,2.168893814086914
mps-uncap,0.5,4.761457443237305,6.328821182250977,2.5243759155273438
mps-uncap,0.6,4.112625122070313,5.510830879211426,2.3822784423828125
mps-uncap,0.7,3.535151481628418,5.434274673461914,2.138376235961914
mps-uncap,0.1,7.7121734619140625,7.238030433654785,2.8700828552246094
mps-uncap,0.2,7.197141647338867,7.185649871826173,2.78768539428711
mps-uncap,0.3,7.082056999206543,7.327604293823242,2.897024154663086
mps-uncap,0.4,5.663776397705078,7.1475982666015625,2.7310848236083984
