mode,load,0_mobilenet_v3_large-4,1_resnet50-8,2_squeezenet1_1-4
mps-uncap,0.8,5.333662033081055,8.743882179260254,2.340555191040039
mps-uncap,0.9,8.447408676147461,15.54560661315918,3.1287670135498047
mps-uncap,1.0,21.75891399383545,269.0553665161133,5.660772323608398
mps-uncap,0.5,4.72712516784668,6.310939788818359,2.598285675048828
mps-uncap,0.6,4.265069961547852,5.988478660583496,2.468109130859375
mps-uncap,0.7,4.6433210372924805,7.217884063720703,2.235889434814453
mps-uncap,0.1,7.140874862670898,6.6727399826049805,2.6335716247558594
mps-uncap,0.2,7.034063339233398,6.812095642089844,2.651691436767578
mps-uncap,0.3,6.567716598510742,7.264852523803711,2.900838851928711
mps-uncap,0.4,5.437612533569336,6.951570510864258,2.7780532836914062
