mode,load,0_mobilenet_v3_large-4,1_resnet50-8,2_squeezenet1_1-4
mps-uncap,0.8,27.02188491821289,64.71586227416992,23.406982421875
mps-uncap,0.9,62.201738357543945,126.55496597290039,22.469043731689453
mps-uncap,1.0,115.15450477600098,558.9137077331543,44.79169845581055
mps-uncap,0.5,29.256343841552734,23.432016372680664,13.720035552978516
mps-uncap,0.6,25.563716888427734,25.48694610595703,14.15395736694336
mps-uncap,0.7,26.456832885742188,56.369781494140625,12.630701065063477
mps-uncap,0.1,14.210700988769531,11.392354965209961,8.395195007324219
mps-uncap,0.2,25.38275718688965,16.424894332885742,10.847806930541992
mps-uncap,0.3,28.509140014648438,32.767295837402344,14.378070831298828
mps-uncap,0.4,28.087615966796875,27.970552444458008,16.31784439086914
