mode,load,0_mobilenet_v3_large-4,1_resnet50-8,2_squeezenet1_1-4
mps-uncap,0.8,21.063623428344727,39.1690301895141,12.524108886718745
mps-uncap,0.9,40.606520175933866,88.24926137924194,15.069322586059572
mps-uncap,1.0,84.49543237686156,522.112169265747,31.428515911102288
mps-uncap,0.5,17.89894104003905,19.903364181518555,9.420776367187498
mps-uncap,0.6,16.391086578369134,20.723226070404053,9.240865707397461
mps-uncap,0.7,18.996989727020257,33.80514621734607,8.71585369110106
mps-uncap,0.1,16.62081718444824,13.46858739852903,5.124330520629883
mps-uncap,0.2,19.17666912078857,16.21972084045411,6.493396759033208
mps-uncap,0.3,20.307385921478247,21.681499481201165,8.52203369140625
mps-uncap,0.4,18.854436874389663,21.094999313354492,9.217686653137198
