mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_squeezenet1_1-4,3_vgg19-32
mps-uncap,1.0,0.01430511474609375,0.0007152557373046875,0.0007152557373046875,0.0007152557373046875
