mode,load,0_mobilenet_v2-32,1_mobilenet_v2-8,2_mobilenet_v3_large-32,3_resnet18-32
mps-uncap,1.0,2341.7240853459066,742.5749563100608,2043.7582270102275,3166.4935218965875
