mode,load,0_densenet161-8,1_mobilenet_v3_small-32,2_resnet101-4
mps-uncap,0.8,10.666370391845703,2.747058868408203,5.104541778564453
mps-uncap,0.9,10.698080062866211,2.727508544921875,5.121946334838867
mps-uncap,1.0,10.78176498413086,2.718687057495117,5.153894424438477
mps-uncap,0.5,10.596513748168945,2.726316452026367,5.13768196105957
mps-uncap,0.6,10.56218147277832,2.7229785919189453,5.055904388427734
mps-uncap,0.7,10.561704635620117,2.7189254760742188,5.136966705322266
mps-uncap,0.1,10.593414306640625,2.7518272399902344,5.188703536987305
mps-uncap,0.2,10.565996170043945,2.7315616607666016,5.115032196044922
mps-uncap,0.3,10.641336441040039,2.7320384979248047,5.158662796020508
mps-uncap,0.4,10.620594024658203,2.7403831481933594,5.091667175292969
