mode,load,0_densenet161-8,1_mobilenet_v3_small-32,2_resnet101-4
mps-uncap,0.8,77.70637035369866,29.048085212707445,65.83701133728032
mps-uncap,0.9,148.43966960906965,48.631489276885986,131.34916543960566
mps-uncap,1.0,1383.1976127624519,413.22421073913546,510.84369182586664
mps-uncap,0.5,35.17492771148685,12.833209037780751,21.190760135650635
mps-uncap,0.6,44.44658994674684,14.249527454376235,25.827169418334982
mps-uncap,0.7,64.81451988220213,15.558490753173837,40.971803665161154
mps-uncap,0.1,20.233333110809312,6.702499389648438,12.567698955535889
mps-uncap,0.2,28.916101455688477,9.823775291442875,17.152357101440543
mps-uncap,0.3,25.921642780303955,13.587081432342531,19.974803924560515
mps-uncap,0.4,25.817561149597125,12.950084209442144,20.232834815978997
