mode,load,0_densenet161-8,1_mobilenet_v3_small-32,2_resnet101-4
mps-uncap,0.8,124.16768074035645,67.5516128540039,120.37777900695801
mps-uncap,0.9,199.51701164245605,70.68109512329102,204.31900024414062
mps-uncap,1.0,1515.6323909759521,448.11391830444336,559.06081199646
mps-uncap,0.5,65.65451622009277,25.911808013916016,43.98155212402344
mps-uncap,0.6,104.23779487609863,27.99677848815918,59.85260009765625
mps-uncap,0.7,111.41014099121094,36.736249923706055,66.22576713562012
mps-uncap,0.1,44.86083984375,19.77372169494629,34.14511680603027
mps-uncap,0.2,47.09815979003906,23.27895164489746,36.63778305053711
mps-uncap,0.3,68.85123252868652,28.145551681518555,37.66369819641113
mps-uncap,0.4,54.89206314086914,24.006366729736328,37.691354751586914
