mode,load,0_densenet161-8,1_mobilenet_v3_small-32,2_resnet101-4
mps-uncap,0.8,19.620060920715332,5.165481567382813,10.767316818237305
mps-uncap,0.9,18.540334701538086,5.7239532470703125,11.05809211730957
mps-uncap,1.0,20.430850982666016,6.313705444335938,11.126279830932617
mps-uncap,0.5,17.303752899169922,5.968499183654785,10.885405540466309
mps-uncap,0.6,17.861962318420414,5.606412887573242,10.211467742919922
mps-uncap,0.7,18.47691535949707,5.096507072448731,10.284185409545898
mps-uncap,0.1,23.624777793884277,6.501603126525879,12.633562088012695
mps-uncap,0.2,24.47042465209961,6.753277778625488,13.334870338439941
mps-uncap,0.3,22.5372314453125,6.824612617492676,13.41104507446289
mps-uncap,0.4,17.69051551818848,6.544995307922363,12.234878540039062
