mode,load,0_densenet161-8,1_mobilenet_v3_small-32,2_resnet101-4
mps-uncap,0.8,95.62626361846921,33.69055271148665,73.36071968078616
mps-uncap,0.9,166.06221437454198,53.329408168792725,142.07123279571533
mps-uncap,1.0,1403.611965179444,418.0613899230954,520.4525041580199
mps-uncap,0.5,47.81631469726564,17.775621414184563,29.15721654891968
mps-uncap,0.6,61.16505384445191,18.315970897674564,33.43920707702646
mps-uncap,0.7,81.5613174438476,19.578251838684086,48.1590270996094
mps-uncap,0.1,41.975784301757805,12.253689765930181,24.683475494384766
mps-uncap,0.2,44.197120666503906,15.586185455322303,27.539420127868706
mps-uncap,0.3,42.14900732040405,18.963479995727607,28.81057262420652
mps-uncap,0.4,40.998821258544915,18.23950290679932,29.588475227355953
