mode,load,0_densenet201-8,1_densenet201-8,2_resnet34-8
mps-uncap,0.8,0.012636184692382812,0.011444091796875,0.009298324584960938
mps-uncap,0.9,0.011205673217773438,0.012636184692382812,0.008344650268554688
mps-uncap,1.0,0.012636184692382812,0.012636184692382812,0.010013580322265625
mps-uncap,0.5,0.012636184692382812,0.011920928955078125,0.009059906005859375
mps-uncap,0.6,0.011682510375976562,0.01239776611328125,0.008821487426757812
mps-uncap,0.7,0.011682510375976562,0.011682510375976562,0.008821487426757812
mps-uncap,0.1,0.015735626220703125,0.015974044799804688,0.011444091796875
mps-uncap,0.2,0.0133514404296875,0.013828277587890625,0.011682510375976562
mps-uncap,0.3,0.012159347534179688,0.01239776611328125,0.01049041748046875
mps-uncap,0.4,0.012636184692382812,0.012636184692382812,0.009298324584960938
