mode,load,0_densenet201-8,1_densenet201-8,2_resnet34-8
mps-uncap,0.8,318.0149833180831,296.8589149487947,1334.8029086912477
mps-uncap,0.9,335.8779902529012,330.2548995654549,1541.2782267311984
mps-uncap,1.0,388.09480929286167,376.76637318392704,1677.718706223938
mps-uncap,0.5,190.77528296367578,188.3730674064274,840.5900981763955
mps-uncap,0.6,237.56131300189696,230.3519975229056,1005.5107077732913
mps-uncap,0.7,282.2175066330635,266.60196077488683,1167.2178376766053
mps-uncap,0.1,40.474875261706835,37.4758039966224,170.5814643725842
mps-uncap,0.2,72.27879905742284,76.36209265476995,325.97313110981014
mps-uncap,0.3,113.74071510442293,112.2796402860444,519.937241210683
mps-uncap,0.4,150.1687988718172,153.94554545952613,670.1726748266531
