mode,load,0_densenet201-8,1_densenet201-8,2_resnet34-8
mps-uncap,0.8,20.807981491088867,20.573139190673828,6.690502166748047
mps-uncap,0.9,19.51003074645996,21.184444427490234,6.752490997314453
mps-uncap,1.0,21.12126350402832,21.791934967041016,6.783246994018555
mps-uncap,0.5,22.844791412353516,23.657798767089844,6.699085235595703
mps-uncap,0.6,21.853208541870117,22.472858428955078,6.667137145996094
mps-uncap,0.7,22.475481033325195,21.83222770690918,6.724357604980469
mps-uncap,0.1,33.60390663146973,32.72843360900879,6.608486175537109
mps-uncap,0.2,32.440900802612305,33.477067947387695,6.592512130737305
mps-uncap,0.3,32.910823822021484,33.16378593444824,6.510019302368164
mps-uncap,0.4,29.546499252319336,22.784709930419922,6.656169891357422
