mode,load,0_squeezenet1_0-2,1_squeezenet1_0-2,2_squeezenet1_0-2,3_squeezenet1_0-2
mig,0.1,4.396824836730954,4.492540359497069,4.440326690673827,4.548792839050291
mig,0.2,4.277892112731933,4.380953311920166,4.355020523071289,4.354872703552246
mig,0.3,3.708043098449707,3.696441650390625,3.6679053306579594,3.8973569869995117
mig,0.4,2.4775481224060063,2.5535035133361816,2.530813217163086,3.170266151428223
mig,0.5,2.2513866424560547,2.263784408569336,2.2528100013732923,3.2171535491943364
mig,0.6,2.2136521339416504,2.2084712982177734,2.220609188079834,3.270387649536133
mig,0.7,2.226805686950684,2.2490835189819336,2.246060371398925,3.31878662109375
mig,0.8,2.2072792053222656,2.2504329681396484,2.2444725036621094,3.31003189086914
mig,0.9,2.193927764892578,2.2241067886352535,2.2135901451110827,3.287374973297121
mig,1.0,2.099752426147461,2.099275588989258,2.1204471588134775,3.1087398529052734
