mode,load,0_squeezenet1_0-2,1_squeezenet1_0-2,2_squeezenet1_0-2,3_squeezenet1_0-2
mig,0.1,12.330293655395508,13.882637023925781,12.248754501342773,8.075714111328125
mig,0.2,20.442962646484375,15.379667282104492,15.624761581420898,18.184900283813477
mig,0.3,25.049924850463867,16.292333602905273,17.606258392333984,13.382434844970703
mig,0.4,13.02337646484375,13.986825942993164,10.772228240966797,16.434192657470703
mig,0.5,17.399072647094727,17.780303955078125,19.702672958374023,21.861791610717773
mig,0.6,29.88266944885254,36.89098358154297,24.819612503051758,24.616718292236328
mig,0.7,48.35963249206543,33.43963623046875,37.98413276672363,41.90182685852051
mig,0.8,1320.291519165039,1108.1857681274414,2174.6044158935547,69.91219520568848
mig,0.9,6910.046815872192,6888.15712928772,5595.112323760986,1670.9442138671875
mig,1.0,12091.334819793701,11459.475040435791,10867.919206619263,5819.445610046387
