mode,load,0_squeezenet1_0-2,1_squeezenet1_0-2,2_squeezenet1_0-2,3_squeezenet1_0-2
mig,0.1,4.131102561950684,4.228067398071289,4.187726974487305,4.223012924194336
mig,0.2,3.9685487747192383,4.0645599365234375,4.034757614135742,4.024171829223633
mig,0.3,3.089642524719239,3.0853748321533203,3.0669450759887695,3.5619735717773438
mig,0.4,2.114367485046387,2.1344184875488286,2.1355152130126953,2.987384796142578
mig,0.5,2.0426750183105473,2.048969268798828,2.039885520935059,3.0231475830078125
mig,0.6,2.02178955078125,2.022266387939453,2.017498016357422,3.0727386474609375
mig,0.7,2.0101070404052734,2.0287036895751953,2.023458480834961,3.1078100204467773
mig,0.8,1.9886493682861328,2.017974853515625,2.0580291748046875,3.1008243560791016
mig,0.9,1.9686222076416016,1.9795894622802734,1.9795894622802734,3.045797348022461
mig,1.0,1.934051513671875,1.935720443725586,1.9388198852539062,2.9964447021484375
