mode,load,0_squeezenet1_0-2,1_squeezenet1_0-2,2_squeezenet1_0-2,3_squeezenet1_0-2
mig,0.1,134.41454425582776,132.57779438183394,133.67807605816407,78.11474542644591
mig,0.2,269.63595543564026,266.526153112496,266.6288119699261,160.54668970151707
mig,0.3,408.3333669964305,397.3362311411595,397.281997924097,240.67233232584866
mig,0.4,541.4678829692461,532.8790549181816,558.0671707160296,317.3634780507133
mig,0.5,666.4616367692621,686.4520647554459,658.0107876076935,396.9231560013348
mig,0.6,792.1535893211562,795.8326061348533,814.4053464961328,466.27149969878167
mig,0.7,946.5786705037319,911.9024570971685,930.1753299698686,557.7732775260108
mig,0.8,1058.2323208491696,1057.7448093922187,1041.661321470087,637.1323002465914
mig,0.9,1074.7811592722644,1072.910606066817,1076.8256648565753,713.6528120921532
mig,1.0,1076.0284164988138,1068.1596738523579,1077.0163684789568,721.3915768832908
