mode,load,0_alexnet-16,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_small-8
mps-uncap,1.0,0.0059604644775390625,0.000476837158203125,0.000476837158203125,0.0026226043701171875
