mode,load,0_inception_v3-32,1_alexnet-2,2_vgg19-16
mps-uncap,0.6,11.199712753295898,0.7452964782714844,11.83319091796875
mig,0.6,19.45781707763672,1.4061927795410156,40.24505615234375
mps-uncap,0.7,11.310577392578125,0.7402896881103516,11.785268783569336
mig,0.7,19.38152313232422,1.4224052429199219,40.224552154541016
mps-uncap,0.8,11.303901672363281,0.7424354553222656,11.977910995483398
mig,0.8,19.387483596801758,1.4183521270751953,40.331363677978516
mps-uncap,0.9,11.46554946899414,0.7445812225341797,12.616872787475586
mig,0.9,19.482851028442383,1.4100074768066406,40.308237075805664
mps-uncap,1.0,12.68625259399414,0.7429122924804688,12.598991394042969
mig,1.0,19.688129425048828,1.430511474609375,40.46201705932617
mps-uncap,1.1,17.709970474243164,0.7674694061279297,13.537168502807617
mig,1.1,19.975662231445312,1.4290809631347656,40.497541427612305
mps-uncap,1.2,13.619422912597656,0.7579326629638672,13.612031936645508
mig,1.2,19.695043563842773,1.4276504516601562,40.72237014770508
mps-uncap,1.3,23.917198181152344,0.7605552673339844,13.535737991333008
mig,1.3,20.02120018005371,1.4605522155761719,40.818214416503906
