mode,load,0_inception_v3-32,1_alexnet-2,2_vgg19-16
mps-uncap,0.6,11.167049407958984,0.7219314575195312,11.816740036010742
mig,0.6,19.312143325805664,1.3899803161621094,40.048837661743164
mps-uncap,0.7,11.281728744506836,0.7140636444091797,11.768102645874023
mig,0.7,19.288301467895508,1.3892650604248047,40.18831253051758
mps-uncap,0.8,11.019229888916016,0.7193088531494141,11.960029602050781
mig,0.8,19.309043884277344,1.3928413391113281,40.21286964416504
mps-uncap,0.9,11.404037475585938,0.7243156433105469,12.598752975463867
mig,0.9,19.27781105041504,1.3899803161621094,40.207862854003906
mps-uncap,1.0,11.429548263549805,0.7159709930419922,12.543439865112305
mig,1.0,19.535303115844727,1.4009475708007812,40.444135665893555
mps-uncap,1.1,12.56108283996582,0.7390975952148438,13.519287109375
mig,1.1,19.61064338684082,1.3990402221679688,40.480613708496094
mps-uncap,1.2,12.42828369140625,0.7345676422119141,13.59248161315918
mig,1.2,19.480228424072266,1.3933181762695312,40.30942916870117
mps-uncap,1.3,11.559009552001953,0.7398128509521484,13.515949249267578
mig,1.3,19.64735984802246,1.3871192932128906,40.65680503845215
