mode,load,0_vgg11-16,1_vgg11-16
mig,0.1,149.8500382556268,131.36559834782832
mig,0.2,317.0483551434839,246.35988069582518
mig,0.3,483.836142093335,368.8486692900027
mig,0.4,637.0809138421932,506.18629616487544
mig,0.5,781.9276170897658,630.4308261446914
mig,0.6,932.0114063812522,765.2585838164539
mig,0.7,1100.4232798993648,854.8430410551786
mig,0.8,1262.9876519340198,1018.3631791561497
mig,0.9,1410.7662631258752,1125.611430990102
mig,1.0,1554.6714752242726,1258.3686555251213
