mode,load,0_vgg11-16,1_vgg11-16
mig,0.1,0.057697296142578125,0.058770179748535156
mig,0.2,0.05507469177246094,0.05888938903808594
mig,0.3,0.051975250244140625,0.05316734313964844
mig,0.4,0.051021575927734375,0.047206878662109375
mig,0.5,0.04696846008300781,0.051975250244140625
mig,0.6,2.064943313598633,3.062009811401367
mig,0.7,5.743980407714844,5.973458290100098
mig,0.8,11.407613754272461,13.32998275756836
mig,0.9,28.120756149291992,31.749963760375977
mig,1.0,66.74456596374512,378.5337209701538
