mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,35.21466255187988,16.404390335083008,19.72031593322754
mps-uncap,0.9,62.815308570861816,22.22144603729248,20.54452896118164
mps-uncap,1.0,67.09516048431396,22.391557693481445,20.815372467041016
mps-uncap,0.5,12.874841690063477,7.181525230407715,18.307924270629883
mps-uncap,0.6,17.150402069091797,7.770895957946777,18.50879192352295
mps-uncap,0.7,26.51357650756836,11.758685111999512,18.849611282348633
mps-uncap,0.1,12.049198150634766,7.358431816101074,17.443180084228516
mps-uncap,0.2,11.921405792236328,7.271766662597656,17.450809478759766
mps-uncap,0.3,12.073755264282227,7.378578186035156,17.460346221923828
mps-uncap,0.4,11.781692504882812,7.255077362060547,17.604351043701172
