mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,70.1991319656372,27.838706970214844,21.811246871948242
mps-uncap,0.9,68.83180141448975,30.43200969696045,22.62115478515625
mps-uncap,1.0,76.28850936889648,29.33335304260254,22.702336311340332
mps-uncap,0.5,55.796051025390625,19.67034339904785,20.458626747131348
mps-uncap,0.6,59.78214740753174,20.303201675415043,20.747995376586918
mps-uncap,0.7,61.97316646575928,24.049234390258793,21.08936309814453
mps-uncap,0.1,12.75634765625,7.925581932067872,17.592525482177734
mps-uncap,0.2,25.941944122314457,11.815953254699734,18.445587158203125
mps-uncap,0.3,28.410911560058594,18.24202537536621,19.06871795654297
mps-uncap,0.4,34.88149642944341,18.44005584716797,19.568681716918945
