mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,370.2561855316162,188.23671340942383,202.9702663421631
mps-uncap,0.9,657.36985206604,254.5919418334961,434.88550186157227
mps-uncap,1.0,867.311954498291,298.3829975128174,430.2630424499512
mps-uncap,0.5,101.47356986999512,52.672386169433594,106.54711723327637
mps-uncap,0.6,173.33984375,88.91582489013672,123.31366539001465
mps-uncap,0.7,198.2860565185547,139.31727409362793,213.8984203338623
mps-uncap,0.1,27.920246124267578,22.979021072387695,34.40356254577637
mps-uncap,0.2,55.34005165100098,30.2736759185791,46.03719711303711
mps-uncap,0.3,74.95594024658203,34.96885299682617,62.197208404541016
mps-uncap,0.4,91.49909019470215,43.22648048400879,66.61772727966309
