mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,136.97171211242676,55.85360527038574,88.46926689147949
mps-uncap,0.9,215.2869701385498,118.20127964019777,238.974142074585
mps-uncap,1.0,429.65919971466064,134.44828987121582,233.88540744781494
mps-uncap,0.5,57.73496627807617,23.734974861145023,44.626665115356445
mps-uncap,0.6,62.15212345123291,25.31876564025879,53.82685661315921
mps-uncap,0.7,72.45883941650392,36.61806583404542,75.70271492004397
mps-uncap,0.1,12.841176986694336,9.259510040283205,18.499183654785156
mps-uncap,0.2,26.02829933166504,13.314151763916026,25.228953361511245
mps-uncap,0.3,29.027342796325684,18.536043167114258,29.26194667816162
mps-uncap,0.4,40.508079528808594,18.74270439147949,33.36963653564453
