mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,200.86294412612915,112.13047504425059,140.42258262634277
mps-uncap,0.9,468.69391202926596,187.47854471206654,350.96856117248524
mps-uncap,1.0,604.2555379867546,226.25279426574707,367.3047423362734
mps-uncap,0.5,56.15302085876473,20.203890800476085,56.7676448822021
mps-uncap,0.6,55.63798904418947,26.49046182632446,72.16410636901848
mps-uncap,0.7,104.96316432952864,55.969810485839844,128.47746372222895
mps-uncap,0.1,1.8538427352905622,4.750659465789795,15.831146240234382
mps-uncap,0.2,9.742221832275392,6.873641014099125,18.185908794403073
mps-uncap,0.3,17.267680168151887,12.687206268310497,26.81050300598143
mps-uncap,0.4,24.985151290893622,17.34699726104738,34.961833953857465
