mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,0.06413459777832031,0.060558319091796875,14.610052108764648
mps-uncap,0.9,17.94290542602539,13.368010520935059,52.26922035217285
mps-uncap,1.0,84.15782451629639,22.17864990234375,67.94595718383789
mps-uncap,0.5,0.06008148193359375,0.05054473876953125,0.05936622619628906
mps-uncap,0.6,0.060558319091796875,0.05412101745605469,2.13623046875
mps-uncap,0.7,0.06079673767089844,0.054836273193359375,9.967803955078125
mps-uncap,0.1,0.064849853515625,0.06556510925292969,0.06580352783203125
mps-uncap,0.2,0.062465667724609375,0.05984306335449219,0.059604644775390625
mps-uncap,0.3,0.06175041198730469,0.060558319091796875,0.05805492401123047
mps-uncap,0.4,0.0591278076171875,0.05555152893066406,0.055789947509765625
