mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,10.55145263671875,2.878904342651367,17.423629760742188
mps-uncap,0.9,10.531425476074219,2.8870105743408203,17.47298240661621
mps-uncap,1.0,10.605335235595703,2.8765201568603516,17.4863338470459
mps-uncap,0.5,10.377645492553711,2.8502941131591797,17.385482788085938
mps-uncap,0.6,10.486602783203125,2.934694290161133,17.391681671142578
mps-uncap,0.7,10.466575622558594,2.9621124267578125,17.436504364013672
mps-uncap,0.1,10.459184646606445,2.8848648071289062,17.385005950927734
mps-uncap,0.2,10.45536994934082,2.8591156005859375,17.3490047454834
mps-uncap,0.3,10.459184646606445,2.949237823486328,17.304420471191406
mps-uncap,0.4,10.430574417114258,2.84576416015625,17.332792282104492
