mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,243.11035871505737,125.62196254730229,162.42146492004395
mps-uncap,0.9,534.4795584678646,207.33903169631952,371.96180343627924
mps-uncap,1.0,676.179120540618,253.54385375976562,387.4521851539614
mps-uncap,0.5,89.23785209655763,39.84529972076417,76.04150056838978
mps-uncap,0.6,104.14869785308842,46.592695713043206,90.51049709320061
mps-uncap,0.7,154.93510484695435,73.54958772659302,148.17747354507426
mps-uncap,0.1,24.393239021301294,19.313900470733643,33.4984827041626
mps-uncap,0.2,43.644876480102546,19.515070915222168,35.91359376907348
mps-uncap,0.3,61.29704713821411,25.321369171142514,45.0273275375366
mps-uncap,0.4,66.29716873168954,34.913868904113784,53.24965476989747
