mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,10.506868362426758,2.844572067260742,17.40288734436035
mps-uncap,0.9,10.504007339477539,2.8586387634277344,17.43912696838379
mps-uncap,1.0,10.570526123046875,2.863168716430664,17.464876174926758
mps-uncap,0.5,10.364055633544922,2.8104782104492188,17.37236976623535
mps-uncap,0.6,10.442495346069336,2.850770950317383,17.371177673339844
mps-uncap,0.7,10.442972183227539,2.8171539306640625,17.367124557495117
mps-uncap,0.1,10.43844223022461,2.8624534606933594,17.330408096313477
mps-uncap,0.2,10.425567626953125,2.8429031372070312,17.290830612182617
mps-uncap,0.3,10.390758514404297,2.8312206268310547,17.277956008911133
mps-uncap,0.4,10.415315628051758,2.8285980224609375,17.273664474487305
