mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,82.82232284545898,39.13259506225586,24.122953414916992
mps-uncap,0.9,77.60310173034668,39.48688507080078,24.210453033447266
mps-uncap,1.0,82.43179321289062,37.85991668701172,24.713516235351562
mps-uncap,0.5,66.7731761932373,36.391496658325195,23.823022842407227
mps-uncap,0.6,73.30751419067383,32.73367881774902,23.311614990234375
mps-uncap,0.7,73.06981086730957,38.922786712646484,23.93317222595215
mps-uncap,0.1,27.893543243408203,22.95231819152832,22.681474685668945
mps-uncap,0.2,55.265188217163086,22.385358810424805,21.715641021728516
mps-uncap,0.3,61.48362159729004,24.579524993896484,22.5369930267334
mps-uncap,0.4,67.62266159057617,31.74281120300293,22.985219955444336
