mode,load,0_inception_v3-32,1_mobilenet_v3_large-16,2_vgg16-32
mps-uncap,0.8,77.99088954925537,35.06016731262207,67.9616928100586
mps-uncap,0.9,155.7070016860962,94.76256370544434,217.85340309143083
mps-uncap,1.0,363.5692119598389,109.00998115539551,212.75734901428223
mps-uncap,0.5,9.654951095581051,6.131505966186524,24.71225261688232
mps-uncap,0.6,19.128465652465817,9.681677818298366,34.20653343200684
mps-uncap,0.7,33.70804786682131,18.655800819397,55.99799156188969
mps-uncap,0.1,0.07476806640625,0.0753164291381836,0.07643699645996094
mps-uncap,0.2,0.07445812225341797,0.07576942443847658,6.797981262207077
mps-uncap,0.3,0.07212162017822266,1.3527870178222725,11.195182800292969
mps-uncap,0.4,0.07386207580566413,2.253246307373041,15.474176406860352
