mode,load,0_densenet121-8,1_densenet161-2,2_vgg19-16
mps-uncap,0.8,35.61854362487793,38.96594047546387,13.678312301635742
mps-uncap,0.9,34.185171127319336,50.83060264587402,13.959169387817383
mps-uncap,1.0,40.74525833129883,44.65818405151367,14.055490493774414
mps-uncap,0.5,18.529176712036133,21.556973457336426,12.904882431030273
mps-uncap,0.6,19.459247589111328,23.558616638183594,12.996435165405273
mps-uncap,0.7,27.858376502990723,30.574798583984375,13.415098190307617
mps-uncap,0.1,27.3745059967041,29.94680404663086,13.045430183410645
mps-uncap,0.2,22.142648696899414,28.87558937072754,12.714385986328125
mps-uncap,0.3,18.846988677978516,19.493699073791504,12.764811515808105
mps-uncap,0.4,16.686439514160156,20.2561616897583,12.834429740905762
