mode,load,0_densenet121-8,1_densenet161-2,2_vgg19-16
mps-uncap,0.8,165.62497229891076,34.961009984405656,1016.539952867926
mps-uncap,0.9,186.75087092144923,36.363069582564954,1124.3126262080516
mps-uncap,1.0,196.4579651766736,44.10392703388926,1129.0795780273388
mps-uncap,0.5,98.25709000871488,21.10176329779575,639.8832219431868
mps-uncap,0.6,126.75331772660617,24.72886822364925,754.7642172052464
mps-uncap,0.7,149.91202781162187,30.018146047445562,902.8053101407623
mps-uncap,0.1,20.466432642555464,3.8181657807216274,119.43736856922898
mps-uncap,0.2,45.245752030098174,8.482522890831385,251.3235989590284
mps-uncap,0.3,61.99051209212346,13.170708659913709,372.86208540477924
mps-uncap,0.4,86.23722577430004,17.42756053665936,499.1481724656995
