mode,load,0_densenet201-32,1_mobilenet_v2-32,2_mobilenet_v3_large-8,3_squeezenet1_1-16
mps-uncap,1.0,0.000476837158203125,0.0011920928955078125,0.0073909759521484375,0.00286102294921875
