mode,load,0_densenet169-16,1_densenet201-2,2_inception_v3-32
mps-uncap,0.8,0.011205673217773438,0.011682510375976562,0.012636184692382812
mps-uncap,0.9,0.012636184692382812,0.013113021850585938,0.011682510375976562
mps-uncap,1.0,0.014543533325195312,0.011920928955078125,0.01239776611328125
mps-uncap,0.5,0.011682510375976562,0.011682510375976562,0.011205673217773438
mps-uncap,0.6,0.01239776611328125,0.01239776611328125,0.010728836059570312
mps-uncap,0.7,0.011920928955078125,0.009775161743164062,0.011920928955078125
mps-uncap,0.1,0.015020370483398438,0.017642974853515625,0.014543533325195312
mps-uncap,0.2,0.011920928955078125,0.013589859008789062,0.012874603271484375
mps-uncap,0.3,0.012636184692382812,0.012636184692382812,0.012636184692382812
mps-uncap,0.4,0.010013580322265625,0.012874603271484375,0.012159347534179688
