mode,load,0_densenet169-16,1_densenet201-2,2_inception_v3-32
mps-uncap,0.8,19.662857055664062,17.018556594848633,14.488697052001953
mps-uncap,0.9,21.47221565246582,19.794702529907227,15.596389770507812
mps-uncap,1.0,22.2090482711792,20.830154418945312,16.341090202331543
mps-uncap,0.5,15.874505043029785,15.542745590209961,11.238813400268555
mps-uncap,0.6,15.964984893798828,15.441179275512695,12.18271255493164
mps-uncap,0.7,17.80414581298828,15.700697898864746,13.515233993530273
mps-uncap,0.1,23.4224796295166,22.0034122467041,11.897563934326172
mps-uncap,0.2,18.1276798248291,20.626544952392578,11.696100234985352
mps-uncap,0.3,17.73977279663086,20.10512351989746,11.48366928100586
mps-uncap,0.4,16.559600830078125,16.678810119628906,11.782526969909668
