mode,load,0_densenet169-16,1_densenet201-2,2_inception_v3-32
mps-uncap,0.8,85.60566902160646,51.4768123626709,55.929851531982415
mps-uncap,0.9,188.4914875030518,89.1275405883789,138.5544776916504
mps-uncap,1.0,905.8102369308472,174.92799758911133,568.8639163970947
mps-uncap,0.5,32.29374885559083,31.151294708251967,25.589036941528324
mps-uncap,0.6,38.62919807434081,33.60769748687743,33.79106521606445
mps-uncap,0.7,52.68030166625976,39.79504108428955,42.34051704406738
mps-uncap,0.1,27.006816864013672,32.12769031524658,14.027833938598633
mps-uncap,0.2,29.1440486907959,30.844163894653327,17.023682594299316
mps-uncap,0.3,30.92503547668457,28.789305686950676,19.740104675292972
mps-uncap,0.4,27.885603904724128,31.380176544189453,22.160935401916507
