mode,load,0_densenet169-16,1_densenet201-2,2_inception_v3-32
mps-uncap,0.8,23.133277893066406,21.57127857208252,16.592073440551758
mps-uncap,0.9,23.78382682800293,22.492170333862305,16.80011749267578
mps-uncap,1.0,24.322509765625,23.237085342407227,17.03040599822998
mps-uncap,0.5,21.27058506011963,21.63922786712647,15.908956527709961
mps-uncap,0.6,21.996688842773438,20.75362205505371,15.99574089050293
mps-uncap,0.7,22.470855712890625,21.170926094055176,16.21413230895996
mps-uncap,0.1,25.171375274658203,30.827760696411133,12.705183029174805
mps-uncap,0.2,24.744749069213867,23.65834712982178,14.093637466430664
mps-uncap,0.3,23.278236389160156,22.228527069091797,14.78238105773926
mps-uncap,0.4,20.781922340393066,22.29762077331543,15.448784828186037
