mode,load,0_densenet169-16,1_densenet201-2,2_inception_v3-32
mps-uncap,0.8,133.6960411071777,114.4199275970453,113.78690719604478
mps-uncap,0.9,296.2988758087156,144.5909023284913,245.66636085510243
mps-uncap,1.0,1177.435111999512,265.4023122787476,714.2210698127747
mps-uncap,0.5,54.023623466491706,57.0773839950562,41.58938407897946
mps-uncap,0.6,68.41096878051758,53.17020416259757,61.825990676879506
mps-uncap,0.7,93.26338768005354,74.11690473556519,74.3560791015625
mps-uncap,0.1,40.60999155044551,50.426316261291504,20.73441505432129
mps-uncap,0.2,46.17154598236084,44.52269315719598,26.870405673980724
mps-uncap,0.3,47.88672924041748,41.66109800338747,31.889629364013732
mps-uncap,0.4,42.68987417221069,47.73665904998776,35.21312475204464
