mode,load,0_densenet169-16,1_densenet201-2,2_inception_v3-32
mps-uncap,0.8,24.80459213256836,26.755094528198242,17.477750778198242
mps-uncap,0.9,24.987459182739258,24.85179901123047,18.030166625976562
mps-uncap,1.0,27.19569206237793,24.509191513061523,18.075227737426758
mps-uncap,0.5,24.707555770874023,26.574134826660156,17.06671714782715
mps-uncap,0.6,24.353981018066406,25.053977966308594,17.15540885925293
mps-uncap,0.7,24.586915969848633,25.470256805419922,17.230987548828125
mps-uncap,0.1,27.20475196838379,33.90312194824219,16.91150665283203
mps-uncap,0.2,27.72665023803711,33.0810546875,17.026662826538086
mps-uncap,0.3,27.045011520385742,33.00738334655762,17.249107360839844
mps-uncap,0.4,27.719974517822266,33.6298942565918,17.181396484375
