mode,load,0_densenet169-16,1_densenet201-2,2_inception_v3-32
mps-uncap,0.8,11.84988021850586,4.463315010070801,7.578372955322266
mps-uncap,0.9,39.03937339782715,14.974117279052734,20.148754119873047
mps-uncap,1.0,496.1988925933838,44.58451271057129,312.83819675445557
mps-uncap,0.5,0.054001808166503906,0.04839897155761719,0.04935264587402344
mps-uncap,0.6,0.0553131103515625,0.051975250244140625,0.06914138793945312
mps-uncap,0.7,3.3659934997558594,0.05936622619628906,3.0002593994140625
mps-uncap,0.1,0.06198883056640625,0.06258487701416016,0.06580352783203125
mps-uncap,0.2,0.06008148193359375,0.05984306335449219,0.05936622619628906
mps-uncap,0.3,0.059604644775390625,0.05745887756347656,0.053882598876953125
mps-uncap,0.4,0.05412101745605469,0.0553131103515625,0.05257129669189453
