mode,load,0_densenet169-16,1_densenet201-2,2_inception_v3-32
mps-uncap,0.8,176.9411563873291,175.16779899597168,167.84119606018066
mps-uncap,0.9,331.94446563720703,187.76273727416992,297.4264621734619
mps-uncap,1.0,1236.9074821472168,308.72201919555664,776.386022567749
mps-uncap,0.5,78.56488227844238,88.18531036376953,66.24722480773926
mps-uncap,0.6,94.0408706665039,82.56340026855469,88.5767936706543
mps-uncap,0.7,147.63617515563965,111.8307113647461,111.7243766784668
mps-uncap,0.1,44.76761817932129,52.89721488952637,22.33266830444336
mps-uncap,0.2,55.12118339538574,51.44643783569336,41.84389114379883
mps-uncap,0.3,57.114601135253906,54.39472198486328,43.45202445983887
mps-uncap,0.4,54.869651794433594,58.1204891204834,43.40243339538574
