mode,load,0_densenet169-16,1_densenet201-2,2_inception_v3-32
mps-uncap,0.8,112.30077743530265,94.76699590682932,98.99501800537088
mps-uncap,0.9,276.23149394989,125.40249824523936,230.08356094360337
mps-uncap,1.0,1155.3110122680664,244.86683368682864,698.1400465965272
mps-uncap,0.5,35.744671821594245,42.08768367767338,28.048768043518063
mps-uncap,0.6,50.28017044067383,36.5380120277404,48.801422119140504
mps-uncap,0.7,74.39599037170404,57.072606086730964,59.42749977111822
mps-uncap,0.1,18.616786003112775,27.395789623260484,9.021110534667969
mps-uncap,0.2,27.735233306884766,24.73574638366695,14.798021316528324
mps-uncap,0.3,31.891942024230957,26.760356426239024,21.060495376587053
mps-uncap,0.4,25.064499378204346,32.06106662750242,23.037090301513533
