mode,load,0_densenet169-16,1_densenet201-2,2_inception_v3-32
mps-uncap,0.8,30.194759368896484,22.370100021362305,21.448373794555664
mps-uncap,0.9,59.937477111816406,33.74075889587402,35.08901596069336
mps-uncap,1.0,518.3645486831665,65.88172912597656,328.9433717727661
mps-uncap,0.5,18.757104873657227,18.106579780578613,14.027118682861328
mps-uncap,0.6,20.071983337402344,18.93293857574463,15.645980834960938
mps-uncap,0.7,22.739887237548828,20.222067832946777,16.842126846313477
mps-uncap,0.1,23.64325523376465,22.304534912109375,11.99483871459961
mps-uncap,0.2,18.869638442993164,21.468281745910645,12.051939964294434
mps-uncap,0.3,18.775224685668945,21.228671073913574,12.076616287231445
mps-uncap,0.4,18.11826229095459,20.870447158813477,12.874484062194824
