mode,load,0_alexnet-2,1_mobilenet_v2-16,2_mobilenet_v2-32,3_resnet50-32
mps-uncap,1.0,0.0040531158447265625,0.0007152557373046875,0.0007152557373046875,0.0007152557373046875
