mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_resnet50-2
mps-uncap,0.8,36.42292022705079,9.096670150756836,9.143352508544922
mps-uncap,0.9,38.092732429504395,9.245491027832031,9.709787368774414
mps-uncap,1.0,38.928985595703125,9.537291526794434,10.175895690917967
mps-uncap,0.5,29.765963554382324,8.185148239135742,7.94391632080078
mps-uncap,0.6,33.20803642272949,8.73880386352539,8.113241195678711
mps-uncap,0.7,35.10851860046387,8.84103775024414,8.608865737915043
mps-uncap,0.1,30.706262588500977,6.408166885375977,6.992197036743164
mps-uncap,0.2,30.50923347473145,7.269525527954102,7.239103317260742
mps-uncap,0.3,27.067089080810547,7.384467124938966,7.63087272644043
mps-uncap,0.4,27.949810028076175,7.754182815551759,8.085727691650392
