mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_resnet50-2
mps-uncap,0.8,179.48250949023193,3020.433110083544,180.80591653234922
mps-uncap,0.9,196.11711814121585,3315.1921395796026,204.7043841955453
mps-uncap,1.0,221.70652510013028,3592.955872761914,232.3440004287739
mps-uncap,0.5,111.48738319277861,1778.3728154628063,111.25999329930916
mps-uncap,0.6,135.40246312230659,2194.5668252707896,136.9260385358135
mps-uncap,0.7,155.84967838817832,2605.727176644886,157.04723231029578
mps-uncap,0.1,17.780507094394935,355.4453817903564,22.73878442217061
mps-uncap,0.2,48.873408476086794,737.8667773530548,47.5316203386792
mps-uncap,0.3,66.14074078638689,1080.0376481039173,68.84695970180833
mps-uncap,0.4,92.31386755503958,1493.1739741706526,92.41872949055384
