mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_resnet50-2
mps-uncap,0.8,314.47815895080566,80.86848258972168,56.61606788635254
mps-uncap,0.9,463.8712406158447,210.8323574066162,96.72665596008301
mps-uncap,1.0,1238.7597560882568,221.22454643249512,497.4091053009033
mps-uncap,0.5,73.87232780456543,33.666372299194336,31.762361526489258
mps-uncap,0.6,85.22748947143555,48.08330535888672,35.257816314697266
mps-uncap,0.7,184.95917320251465,57.07597732543945,43.250322341918945
mps-uncap,0.1,43.69497299194336,7.361650466918945,10.027885437011719
mps-uncap,0.2,32.18555450439453,13.665437698364258,16.69025421142578
mps-uncap,0.3,35.10332107543945,15.239715576171875,15.874624252319336
mps-uncap,0.4,47.99389839172363,24.164676666259766,24.726390838623047
