mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_resnet50-2
mps-uncap,0.8,244.2817497253417,51.73651695251452,37.90688514709473
mps-uncap,0.9,401.19001865386986,131.93515777587888,68.10073852539062
mps-uncap,1.0,1188.2885122299192,201.74256324768064,460.8809757232666
mps-uncap,0.5,63.509178161621094,26.861243247985836,21.401710510253903
mps-uncap,0.6,85.70149898529036,28.668227195739746,23.56891632080053
mps-uncap,0.7,118.81206512451175,42.295098304748535,32.54404306411742
mps-uncap,0.1,51.25147819519043,10.97070693969726,12.456266880035393
mps-uncap,0.2,45.04068851470947,14.060878753662108,15.517330169677724
mps-uncap,0.3,51.13054752349854,15.75482130050658,17.738368511199965
mps-uncap,0.4,62.25813388824471,20.123696327209476,20.83873271942138
