mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_resnet50-2
mps-uncap,0.8,13.502955436706543,4.413127899169922,1.4078617095947266
mps-uncap,0.9,31.40246868133545,8.660674095153809,4.724740982055664
mps-uncap,1.0,314.0590190887451,38.42639923095703,44.08669471740723
mps-uncap,0.5,0.055670738220214844,0.04744529724121094,0.04792213439941406
mps-uncap,0.6,0.06008148193359375,0.0476837158203125,0.04696846008300781
mps-uncap,0.7,4.975557327270508,1.863718032836914,0.04875659942626953
mps-uncap,0.1,0.05936622619628906,0.05745887756347656,0.054955482482910156
mps-uncap,0.2,0.06008148193359375,0.05221366882324219,0.051975250244140625
mps-uncap,0.3,0.058650970458984375,0.049114227294921875,0.049114227294921875
mps-uncap,0.4,0.057220458984375,0.04649162292480469,0.05030632019042969
